10/12/16
Fail#0:23:40,123,25,89,27,254,118
Fail#0:23:48,123,25,89,27,255,54
Fail(#0:25:35,123,25,89,27,255,131)
Fail(#0:25:43,123,25,89,27,254,130)
Fail(#0:25:50,123,25,89,27,254,130)
Fail(0:27:42,123,25,89,27,254,61)
Fail(0:27:49,123,25,89,27,254,63)
Fail(0:27:57,123,25,89,27,254,63)
Fail(,123,25,89,27,254,65)
Fail(,123,25,89,27,254,108)
Fail(0:29:25,123,25,89,27,254,132)
Fail(0:29:33,123,25,89,27,254,132)
Fail(0:29:43,123,25,89,27,254,132)
Fail(0:29:50,123,25,89,27,254,127)
Fail(0:29:58,123,25,89,27,254,129)
Fail(0:32:59,123,25,89,27,255,124)
Fail(0:33:6,123,25,89,27,254,124)
Fail(0:33:14,123,25,89,27,254,124)
Fail(0:33:21,123,25,89,27,254,124)
Fail(0:33:29,123,25,89,27,254,124)
Fail(0:33:36,123,25,89,27,254,124)
Fail(0:33:44,123,25,89,27,254,123)
Fail(0:33:51,123,25,89,27,254,123)
Fail(0:33:59,123,25,89,27,254,123)
Fail(0:34:6,123,25,89,27,254,123)
Fail(0:34:13,123,25,89,27,254,124)
Fail(0:34:21,123,25,89,27,254,124)
OK(0:59:37,123,26,77,28,254,22)
OK(0:59:39,123,26,77,28,254,22)
OK(0:59:42,123,26,77,28,254,22)
OK(0:59:44,123,26,77,28,254,22)
OK(0:59:47,123,26,77,28,254,22)
OK(0:59:49,123,26,77,28,254,22)
OK(0:59:52,123,26,77,28,254,22)
OK(0:59:54,123,26,77,28,254,22)
OK(0:59:57,123,26,77,28,254,22)
OK(0:59:59,123,26,77,28,254,20)
OK(1:0:2,123,26,77,28,254,20)
OK(1:0:4,123,26,77,28,254,21)
OK(1:0:6,123,26,77,28,254,22)
OK(1:0:9,123,26,77,28,254,22)
OK(1:0:11,123,26,77,28,254,22)
OK(1:0:14,123,26,77,28,254,21)
OK(1:0:16,123,26,77,28,254,21)
OK(1:0:19,123,26,77,28,254,17)
OK(1:0:21,123,26,77,28,254,21)
OK(1:0:24,123,26,77,28,254,22)
OK(1:0:26,123,26,77,28,254,22)
OK(1:0:28,123,26,77,28,254,22)
OK(1:0:31,123,26,77,28,254,21)
OK(1:0:33,123,26,77,28,254,20)
OK(1:0:36,123,26,77,28,254,21)
OK(1:0:38,123,26,77,28,254,21)
OK(1:0:41,123,26,77,28,254,21)
OK(1:0:43,123,26,77,28,254,22)
OK(1:0:46,123,26,77,28,254,22)
OK(1:0:48,123,26,77,28,254,22)
OK(1:0:50,123,26,77,28,254,22)
OK(1:0:53,123,26,77,28,254,22)
OK(1:0:55,123,26,77,28,254,22)
OK(1:0:58,123,26,77,28,254,22)
OK(1:1:0,123,26,77,28,254,22)
OK(1:1:3,123,26,77,28,254,22)
OK(1:1:5,123,26,77,28,254,21)
OK(1:1:8,123,26,77,28,254,22)
OK(1:1:10,123,26,77,28,254,22)
OK(1:1:13,123,26,77,28,254,22)
OK(1:1:15,123,26,77,28,254,21)
OK(1:1:17,123,26,77,28,254,22)
OK(1:1:20,123,26,77,28,254,22)
OK(1:1:22,123,26,77,28,254,20)
OK(1:6:24,123,26,79,28,254,36)
OK(1:6:26,123,26,79,28,254,36)
OK(1:6:28,123,26,79,28,254,40)
OK(1:6:30,123,26,79,28,254,40)
OK(1:6:32,123,26,79,28,254,52)
OK(1:6:34,123,26,79,28,254,66)
OK(1:6:36,123,26,79,28,254,49)
OK(1:6:38,123,26,79,28,254,22)
OK(1:6:40,123,26,79,28,254,69)
OK(1:6:42,123,26,79,28,254,61)
OK(1:6:44,123,26,79,28,254,15899)
OK(1:6:46,123,26,79,28,254,12086)
OK(1:6:48,123,26,79,28,254,99)
OK(1:6:51,123,26,79,28,254,82)
OK(1:6:53,123,26,79,28,254,76)
OK(1:6:55,123,26,79,28,254,65)
OK(1:6:57,123,26,79,28,254,59)
OK(1:6:59,123,26,79,28,254,54)
OK(1:7:1,123,26,79,28,254,55)
OK(1:7:3,123,26,79,28,254,54)
OK(1:7:5,123,26,79,28,254,54)
OK(1:7:7,123,26,79,28,254,55)
OK(1:7:9,123,26,79,28,254,54)
OK(1:7:11,123,26,79,28,254,55)
OK(1:7:13,123,26,79,28,254,47)
OK(1:7:15,123,26,79,28,254,48)
OK(1:7:17,123,26,79,28,254,58)
OK(1:7:20,123,26,79,28,254,59)
OK(1:7:22,123,26,79,28,254,56)
OK(1:7:24,123,26,79,28,254,55)
OK(1:7:26,123,26,79,28,254,56)
OK(1:7:28,123,26,79,28,254,55)
OK(1:7:30,123,26,79,28,254,56)
OK(1:7:32,123,26,79,28,254,58)
OK(1:7:34,123,26,79,28,254,54)
OK(1:11:33,123,26,77,28,254,87)
OK(1:11:35,123,26,77,28,254,87)
OK(1:11:38,123,26,77,28,254,80)
OK(1:11:40,123,26,77,28,254,75)
OK(1:11:42,123,26,77,28,254,85)
OK(1:11:44,123,26,77,28,254,84)
OK(1:11:46,123,26,77,28,254,84)
OK(1:11:48,123,26,77,28,254,8491)
OK(1:11:50,123,26,77,28,254,74)
OK(1:11:52,123,26,77,28,254,73)
OK(1:11:54,123,26,77,28,254,73)
Fail(1:11:56,123,26,77,28,254,7099)
OK(1:11:58,123,26,77,28,254,7154)
OK(1:12:0,123,26,77,28,253,7058)
OK(1:12:2,123,26,77,28,254,6629)
OK(1:12:4,123,26,77,28,254,73)
OK(1:12:7,123,26,77,28,254,71)
OK(1:12:9,123,26,77,28,253,71)
OK(1:12:11,123,26,77,28,253,72)
OK(1:12:13,123,26,77,28,253,72)
OK(1:12:15,123,26,77,28,254,71)
OK(1:12:17,123,26,77,28,254,81)
OK(1:12:19,123,26,77,28,253,73)
OK(1:12:21,123,26,77,28,253,70)
OK(1:12:23,123,26,77,28,254,70)
OK(1:12:25,123,26,77,28,254,70)
OK(1:12:27,123,26,77,28,254,75)
OK(1:12:29,123,26,77,28,254,65)
OK(1:16:17,123,26,77,28,254,33)
OK(1:17:21,123,26,77,28,254,52)
OK(1:17:23,123,26,77,28,254,44)
OK(1:17:26,123,26,77,28,253,45)
OK(1:17:28,123,26,77,28,254,51)
OK(1:17:30,123,26,77,28,254,52)
OK(1:17:32,123,26,77,28,254,40)
OK(1:17:34,123,26,77,28,253,35)
OK(1:18:52,123,27,76,28,254,27)
OK(1:18:54,123,27,76,28,254,54)
OK(1:18:56,123,27,76,28,254,55)
OK(1:18:59,123,27,76,28,254,63)
OK(1:19:1,123,27,76,28,254,171)
OK(1:19:3,123,27,76,28,254,75)
OK(1:19:5,123,27,76,28,254,70)
OK(1:19:7,123,26,77,28,254,70)
OK(1:19:9,123,26,77,28,253,943)
OK(1:19:11,123,27,76,28,253,70)
OK(1:19:13,123,27,76,28,253,62)
OK(1:19:15,123,26,76,28,253,63)
OK(1:19:17,123,26,77,28,253,65)
OK(1:19:19,123,27,76,28,253,34)
OK(1:19:21,123,27,76,28,253,53)
OK(1:19:23,123,27,76,28,253,59)
OK(1:19:25,123,27,76,28,253,58)
OK(1:19:27,123,27,76,28,253,53)
OK(1:19:30,123,27,76,28,253,29)
OK(1:19:32,123,27,76,28,253,28)
OK(1:19:34,123,27,76,28,253,44)
OK(1:19:36,123,27,76,28,253,60)
OK(1:19:38,123,26,77,28,253,60)
OK(1:19:40,123,27,76,28,253,69)
OK(1:19:42,123,27,76,28,253,65)
OK(1:19:44,123,27,76,28,253,39)
OK(1:19:46,123,27,76,28,254,385)
OK(1:19:48,123,27,76,28,253,68)
OK(1:19:50,123,27,76,28,253,119)
OK(1:19:52,123,26,76,28,253,1478)
OK(1:19:54,123,26,76,28,253,2445)
OK(1:19:56,123,27,76,28,253,220)
OK(1:19:58,123,26,76,28,253,3434)
OK(1:20:1,123,26,76,28,253,575)
OK(1:20:3,123,26,76,28,253,54373)
OK(1:20:5,123,26,76,28,253,42003)
OK(1:20:7,123,26,76,28,253,6079)
OK(1:20:9,123,26,76,28,253,5252)
OK(1:20:11,123,26,76,28,253,1654)
OK(1:20:13,123,26,76,28,253,14820)
OK(1:20:15,123,26,76,28,253,33)
OK(1:20:17,123,26,76,28,253,39)
OK(1:20:19,123,26,76,28,253,9608)
