10/31/16
time,nodeID,airTemperature,airHumidity,soilTemperature,soilMoisture,lightIntensity,isSent
10:12:59,1,12,23,34,45,55,True
10:12:59,1,12,23,34,45,55,True
6:24:11,01,16,23,34,45,94,True
4:0:36,01,16,23,34,45,94,True
7:43:44,01,16,23,34,45,94,True
9:17:45,01,16,23,34,45,94,True
6:23:14,01,16,23,34,45,94,True
21:3:6,01,16,23,34,45,94,True
3:50:2,01,16,23,34,45,94,True
13:50:44,01,16,23,34,45,94,True
16:21:40,01,16,23,34,45,94,True
6:4:24,01,16,23,34,45,94,True
2:26:31,01,16,23,34,45,94,True
13:17:38,01,16,23,34,45,94,True
16:15:45,01,16,23,34,45,94,True
6:36:3,01,16,23,34,45,94,True
4:16:1,01,16,23,34,45,94,True
10:34:14,01,16,23,34,45,94,True
1:38:28,01,16,23,34,45,94,True
17:10:12,01,16,23,34,45,94,True
11:42:3,01,16,23,34,45,94,True
10:7:15,01,16,23,34,45,94,True
8:20:10,01,16,23,34,45,94,True
2:50:2,01,16,23,34,45,94,True
9:17:1,01,16,23,34,45,94,True
4:30:37,01,16,23,34,45,94,True
15:6:1,01,16,23,34,45,94,True
10:30:13,01,16,23,34,45,94,True
5:13:34,01,16,23,34,45,94,True
13:9:35,01,16,23,34,45,94,True
1:43:16,01,16,23,34,45,94,True
5:33:8,01,16,23,34,45,94,True
10:10:43,01,16,23,34,45,94,True
12:22:47,01,16,23,34,45,94,True
19:48:12,01,16,23,34,45,94,True
4:5:33,01,16,23,34,45,94,True
20:35:49,01,16,23,34,45,94,True
9:40:6,01,16,23,34,45,94,True
4:40:44,01,16,23,34,45,94,True
10:48:16,01,16,23,34,45,94,True
11:4:13,01,16,23,34,45,94,True
2:23:16,01,16,23,34,45,94,True
3:10:9,01,16,23,34,45,94,True
20:38:37,01,16,23,34,45,94,True
23:34:33,01,16,23,34,45,94,True
4:24:36,01,24,45,15,44,113,True
10:8:47,01,15,32,17,23,92,True
0:38:43,01,25,36,15,85,90,True
21:43:0,01,46,46,31,19,96,True
1:5:17,01,18,74,47,22,9,True
20:2:28,01,47,80,17,36,84,True
4:12:1,01,11,99,44,56,37,True
17:28:49,01,10,47,28,48,79,True
15:1:47,01,21,56,30,39,143,True
0:22:7,01,6,20,17,71,107,True
9:9:28,01,45,67,0,49,63,True
1:33:39,01,8,80,17,27,129,True
0:11:11,01,28,29,17,25,90,True
2:21:23,01,5,85,27,36,90,True
14:41:26,01,48,66,5,42,66,True
8:35:38,01,8,73,26,59,123,True
19:39:31,01,40,53,46,99,132,True
8:25:45,01,4,94,16,16,105,True
20:18:47,01,40,39,1,61,5,True
20:17:40,01,48,81,5,46,135,True
0:18:32,01,44,27,10,82,24,True
11:0:30,01,44,59,15,63,150,True
14:2:39,01,27,95,26,70,32,True
13:26:44,01,45,27,17,75,55,True
1:35:20,01,30,26,26,57,11,True
22:25:49,01,2,62,37,80,119,True
20:45:31,01,28,33,35,57,13,True
12:6:22,01,44,61,0,65,51,True
9:36:43,01,29,31,13,19,73,True
10:42:23,01,28,17,24,60,104,True
18:48:35,01,1,34,23,51,134,True
12:28:13,01,19,33,16,12,23,True
3:6:21,01,10,16,4,79,137,True
15:14:24,01,42,39,7,61,2,True
0:34:7,01,10,81,50,46,139,True
23:15:36,01,2,79,15,55,32,True
17:16:48,01,32,74,24,36,69,True
18:39:7,01,41,98,46,34,125,True
5:9:14,01,15,39,44,31,90,True
4:45:0,01,16,14,28,85,110,True
0:42:41,01,10,65,32,17,145,True
20:41:48,01,16,67,24,79,20,True
0:19:6,01,24,3,39,81,118,True
0:21:14,01,9,53,33,24,82,True
5:37:41,01,4,37,46,57,41,True
13:4:47,01,2,79,47,34,65,True
15:10:27,01,44,62,29,44,35,True
22:15:23,01,4,10,40,24,72,True
8:11:38,01,41,63,33,77,94,True
15:15:29,01,2,23,38,92,14,True
17:9:44,01,26,92,1,30,86,True
3:11:47,01,8,4,17,57,67,True
18:41:40,01,27,52,26,46,109,True
1:38:14,01,39,1,50,29,76,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
09:15:30,123,100,100,100,100,120,True
