10/12/16
#
#
#
#0:23:40,123,25,89,27,254,118
#0:23:48,123,25,89,27,255,54
(#0:25:35,123,25,89,27,255,131)
(#0:25:43,123,25,89,27,254,130)
(#0:25:50,123,25,89,27,254,130)
(#0:25:57,123,25,89,27,254,130)
(0:27:42,123,25,89,27,254,61)
(0:27:49,123,25,89,27,254,63)
(0:27:57,123,25,89,27,254,63)
(,123,25,89,27,254,65)
(,123,25,89,27,254,108)
(0:29:25,123,25,89,27,254,132)
(0:29:33,123,25,89,27,254,132)
(0:29:43,123,25,89,27,254,132)
(0:29:50,123,25,89,27,254,127)
(0:29:58,123,25,89,27,254,129)
(0:30:5,123,25,89,27,254,129)
(0:32:59,123,25,89,27,255,124)
(0:33:6,123,25,89,27,254,124)
(0:33:14,123,25,89,27,254,124)
(0:33:21,123,25,89,27,254,124)
(0:33:29,123,25,89,27,254,124)
(0:33:36,123,25,89,27,254,124)
(0:33:44,123,25,89,27,254,123)
(0:33:51,123,25,89,27,254,123)
(0:33:59,123,25,89,27,254,123)
(0:34:6,123,25,89,27,254,123)
(0:34:13,123,25,89,27,254,124)
(0:34:21,123,25,89,27,254,124)
(0:34:28,123,25,89,27,254,124)
(0:59:37,123,26,77,28,254,22)
(0:59:39,123,26,77,28,254,22)
(0:59:42,123,26,77,28,254,22)
(0:59:44,123,26,77,28,254,22)
(0:59:47,123,26,77,28,254,22)
(0:59:49,123,26,77,28,254,22)
(0:59:52,123,26,77,28,254,22)
(0:59:54,123,26,77,28,254,22)
(0:59:57,123,26,77,28,254,22)
(0:59:59,123,26,77,28,254,20)
(1:0:2,123,26,77,28,254,20)
(1:0:4,123,26,77,28,254,21)
(1:0:6,123,26,77,28,254,22)
(1:0:9,123,26,77,28,254,22)
(1:0:11,123,26,77,28,254,22)
(1:0:14,123,26,77,28,254,21)
(1:0:16,123,26,77,28,254,21)
(1:0:19,123,26,77,28,254,17)
(1:0:21,123,26,77,28,254,21)
(1:0:24,123,26,77,28,254,22)
(1:0:26,123,26,77,28,254,22)
(1:0:28,123,26,77,28,254,22)
(1:0:31,123,26,77,28,254,21)
(1:0:33,123,26,77,28,254,20)
(1:0:36,123,26,77,28,254,21)
(1:0:38,123,26,77,28,254,21)
(1:0:41,123,26,77,28,254,21)
(1:0:43,123,26,77,28,254,22)
(1:0:46,123,26,77,28,254,22)
(1:0:48,123,26,77,28,254,22)
(1:0:50,123,26,77,28,254,22)
(1:0:53,123,26,77,28,254,22)
(1:0:55,123,26,77,28,254,22)
(1:0:58,123,26,77,28,254,22)
(1:1:0,123,26,77,28,254,22)
(1:1:3,123,26,77,28,254,22)
(1:1:5,123,26,77,28,254,21)
(1:1:8,123,26,77,28,254,22)
(1:1:10,123,26,77,28,254,22)
(1:1:13,123,26,77,28,254,22)
(1:1:15,123,26,77,28,254,21)
(1:1:17,123,26,77,28,254,22)
(1:1:20,123,26,77,28,254,22)
(1:1:22,123,26,77,28,254,20)
(1:1:25,123,26,77,28,254,22)
(1:6:24,123,26,79,28,254,36)
(1:6:26,123,26,79,28,254,36)
(1:6:28,123,26,79,28,254,40)
(1:6:30,123,26,79,28,254,40)
(1:6:32,123,26,79,28,254,52)
(1:6:34,123,26,79,28,254,66)
(1:6:36,123,26,79,28,254,49)
(1:6:38,123,26,79,28,254,22)
(1:6:40,123,26,79,28,254,69)
(1:6:42,123,26,79,28,254,61)
(1:6:44,123,26,79,28,254,15899)
(1:6:46,123,26,79,28,254,12086)
(1:6:48,123,26,79,28,254,99)
(1:6:51,123,26,79,28,254,82)
(1:6:53,123,26,79,28,254,76)
(1:6:55,123,26,79,28,254,65)
(1:6:57,123,26,79,28,254,59)
(1:6:59,123,26,79,28,254,54)
(1:7:1,123,26,79,28,254,55)
(1:7:3,123,26,79,28,254,54)
(1:7:5,123,26,79,28,254,54)
(1:7:7,123,26,79,28,254,55)
(1:7:9,123,26,79,28,254,54)
(1:7:11,123,26,79,28,254,55)
(1:7:13,123,26,79,28,254,47)
(1:7:15,123,26,79,28,254,48)
(1:7:17,123,26,79,28,254,58)
(1:7:20,123,26,79,28,254,59)
(1:7:22,123,26,79,28,254,56)
(1:7:24,123,26,79,28,254,55)
(1:7:26,123,26,79,28,254,56)
(1:7:28,123,26,79,28,254,55)
(1:7:30,123,26,79,28,254,56)
(1:7:32,123,26,79,28,254,58)
(1:7:34,123,26,79,28,254,54)
(1:7:36,123,26,79,28,254,68)
(1:11:33,123,26,77,28,254,87)
(1:11:35,123,26,77,28,254,87)
(1:11:38,123,26,77,28,254,80)
(1:11:40,123,26,77,28,254,75)
(1:11:42,123,26,77,28,254,85)
(1:11:44,123,26,77,28,254,84)
(1:11:46,123,26,77,28,254,84)
(1:11:48,123,26,77,28,254,8491)
(1:11:50,123,26,77,28,254,74)
(1:11:52,123,26,77,28,254,73)
(1:11:54,123,26,77,28,254,73)
(1:11:56,123,26,77,28,254,7099)
(1:11:58,123,26,77,28,254,7154)
(1:12:0,123,26,77,28,253,7058)
(1:12:2,123,26,77,28,254,6629)
(1:12:4,123,26,77,28,254,73)
(1:12:7,123,26,77,28,254,71)
(1:12:9,123,26,77,28,253,71)
(1:12:11,123,26,77,28,253,72)
(1:12:13,123,26,77,28,253,72)
(1:12:15,123,26,77,28,254,71)
(1:12:17,123,26,77,28,254,81)
(1:12:19,123,26,77,28,253,73)
(1:12:21,123,26,77,28,253,70)
(1:12:23,123,26,77,28,254,70)
(1:12:25,123,26,77,28,254,70)
(1:12:27,123,26,77,28,254,75)
(1:12:29,123,26,77,28,254,65)
(1:12:31,123,26,77,28,254,75)
(1:16:17,123,26,77,28,254,33)
(1:16:19,123,26,77,28,253,1395)
(1:17:21,123,26,77,28,254,52)
(1:17:23,123,26,77,28,254,44)
(1:17:26,123,26,77,28,253,45)
(1:17:28,123,26,77,28,254,51)
(1:17:30,123,26,77,28,254,52)
(1:17:32,123,26,77,28,254,40)
(1:17:34,123,26,77,28,253,35)
(1:17:36,123,26,77,28,254,45)
(1:18:52,123,27,76,28,254,27)
(1:18:54,123,27,76,28,254,54)
(1:18:56,123,27,76,28,254,55)
(1:18:59,123,27,76,28,254,63)
(1:19:1,123,27,76,28,254,171)
(1:19:3,123,27,76,28,254,75)
(1:19:5,123,27,76,28,254,70)
(1:19:7,123,26,77,28,254,70)
(1:19:9,123,26,77,28,253,943)
(1:19:11,123,27,76,28,253,70)
(1:19:13,123,27,76,28,253,62)
(1:19:15,123,26,76,28,253,63)
(1:19:17,123,26,77,28,253,65)
(1:19:19,123,27,76,28,253,34)
(1:19:21,123,27,76,28,253,53)
(1:19:23,123,27,76,28,253,59)
(1:19:25,123,27,76,28,253,58)
(1:19:27,123,27,76,28,253,53)
(1:19:30,123,27,76,28,253,29)
(1:19:32,123,27,76,28,253,28)
(1:19:34,123,27,76,28,253,44)
(1:19:36,123,27,76,28,253,60)
(1:19:38,123,26,77,28,253,60)
(1:19:40,123,27,76,28,253,69)
(1:19:42,123,27,76,28,253,65)
(1:19:44,123,27,76,28,253,39)
(1:19:46,123,27,76,28,254,385)
(1:19:48,123,27,76,28,253,68)
(1:19:50,123,27,76,28,253,119)
(1:19:52,123,26,76,28,253,1478)
(1:19:54,123,26,76,28,253,2445)
(1:19:56,123,27,76,28,253,220)
(1:19:58,123,26,76,28,253,3434)
(1:20:1,123,26,76,28,253,575)
(1:20:3,123,26,76,28,253,54373)
(1:20:5,123,26,76,28,253,42003)
(1:20:7,123,26,76,28,253,6079)
(1:20:9,123,26,76,28,253,5252)
(1:20:11,123,26,76,28,253,1654)
(1:20:13,123,26,76,28,253,14820)
(1:20:15,123,26,76,28,253,33)
(1:20:17,123,26,76,28,253,39)
(1:20:19,123,26,76,28,253,9608)
(1:20:21,123,26,76,28,253,8125)
(1:20:23,123,26,76,28,253,53)
(1:20:25,123,26,76,28,253,911)
(1:20:27,123,26,76,28,253,53)
(1:20:29,123,27,76,28,253,56)
(1:20:32,123,27,76,28,253,55)
(1:20:34,123,26,77,28,253,56)
(1:20:36,123,27,76,28,253,54)
(1:20:38,123,26,77,28,253,715)
(1:20:40,123,26,77,28,253,3093)
(1:20:42,123,26,77,28,253,877)
(1:20:44,123,26,76,28,253,1739)
(1:25:39,123,27,76,28,255,13901)
(1:25:44,123,27,76,28,255,13849)
(1:25:ü(1:26:4,123,27,76,28,255,13814)
(1:26:9,123,27,76,28,255,13792)
(1:26:15,123,27,76,28,255,13779)
(1:26:20,123,27,76,28,255,13764)
(1:26:25,123,27,76,28,255,13756)
(1:26:30,123,27,76,28,255,13758)
(1:26:35,123,27,76,28,255,13733)
(1:26:40,123,27,76,28,255,13721)
(1:26:45,123,27,76,28,255,13719)
(1:26:50,123,27,76,28,255,13678)
(1:26:55,123,27,76,28,255,13690)
(1:27:1,123,27,76,28,255,13682)
(1:27:6,123,27,76,28,255,13679)
(1:27:11,123,27,76,28,255,13663)
(1:27:16,123,27,76,28,255,13643)
(1:27:21,123,27,76,28,255,13630)
(0:0:52,123,26,77,28,254,83)
(0:1:32,123,26,76,28,253,54)
(0:1:38,123,26,76,28,254,53)
(0:1:43,123,26,77,28,254,54)
(0:1:48,123,26,77,28,253,54)
(0:1:53,123,26,76,28,253,2785)
(0:1:58,123,26,76,28,253,2690)
(0:2:3,123,26,77,28,253,4320)
(0:2:8,123,26,76,28,254,49)
(0:2:13,123,26,77,28,254,49)
(0:2:18,123,26,77,28,253,49)
(0:2:24,123,26,77,28,253,54)
(0:2:29,123,26,77,28,254,54)
(0:2:34,123,26,77,28,253,53)
(0:2:39,123,26,77,28,253,54)
(0:2:44,123,26,77,28,253,54)
(0:2:49,123,26,77,28,253,54)
(0:2:54,123,26,77,28,253,52)
(0:2:59,123,26,77,28,253,53)
(0:3:4,123,26,77,28,253,50)
(0:3:10,123,26,77,28,253,40)
(0:3:15,123,26,77,28,253,40)
(0:3:20,123,26,77,28,253,40)
(0:3:25,123,26,77,28,253,48)
(0:3:30,123,26,77,28,253,47)
(0:3:35,123,26,77,28,253,47)
(0:3:40,123,26,77,28,253,49)
(0:3:45,123,26,77,28,253,47)
(0:3:50,123,26,77,28,253,46)
(0:3:56,123,26,77,28,253,44)
(0:4:1,123,26,77,28,253,40)
(0:4:6,123,26,77,28,253,38)
(0:4:25,123,26,77,28,253,44)
(0:4:30,123,26,77,28,253,45)
(0:4:35,123,26,77,28,253,45)
(0:4:40,123,26,77,28,253,40)
(0:4:45,123,26,77,28,254,44)
(0:4:50,123,27,76,28,253,46)
(0:4:55,123,26,77,28,253,48)
(0:5:1,123,26,77,28,253,45)
(0:5:6,123,26,77,28,254,44)
(0:5:11,123,26,77,28,254,46)
(0:5:16,123,26,77,28,253,42)
(0:5:21,123,26,77,28,253,44)
(0:5:26,123,26,77,28,253,46)
(0:5:31,123,26,77,28,253,44)
(0:5:36,123,26,77,28,253,43)
(0:5:41,123,26,77,28,253,49)
(0:7:34,123,26,77,28,253,44)
(0:7:39,123,26,77,28,253,45)
(0:7:44,123,26,77,28,253,45)
(0:7:49,123,26,77,28,253,45)
(0:7:54,123,26,77,28,253,47)
(0:7:59,123,26,77,28,253,50)
(0:10:16,123,26,77,28,253,46)
(0:10:21,123,26,77,28,253,46)
(0:10:26,123,26,77,28,253,47)
(0:10:31,123,26,77,28,253,47)
(0:10:37,123,26,77,28,253,48)
(0:10:42,123,26,77,28,253,47)
(0:10:47,123,26,77,28,253,47)
(0:10:52,123,26,77,28,253,46)
(0:10:57,123,26,77,28,253,49)
(0:11:2,123,26,77,28,253,49)
(0:11:7,123,26,77,28,253,43)
(0:11:12,123,26,77,28,253,52)
(0:11:17,123,26,77,28,253,47)
(0:11:23,123,26,77,28,253,45)
(0:11:28,123,26,77,28,253,45)
(0:11:33,123,26,77,28,253,45)
(0:11:38,123,26,77,28,253,48)
(0:11:55,123,26,77,28,253,54)
(0:13:33,123,26,77,28,253,48)
(0:13:38,123,26,77,28,253,47)
(0:13:44,123,26,77,28,253,48)
(0:13:49,123,26,77,28,253,49)
(0:13:54,123,26,77,28,253,49)
(0:13:59,123,26,77,28,253,49)
(0:14:4,123,26,77,28,253,48)
(0:14:9,123,26,77,28,253,49)
(0:15:40,123,26,77,28,253,50)
(0:15:45,123,26,77,28,253,50)
(0:15:50,123,26,77,28,253,49)
(0:15:55,123,26,77,28,253,50)
(0:16:55,123,26,77,28,253,46)
(0:17:0,123,26,77,28,253,47)
(0:17:5,123,26,77,28,253,47)
(0:17:10,123,26,77,28,253,47)
(0:17:15,123,26,77,28,253,47)
(0:17:20,123,26,77,28,253,47)
(0:17:25,123,26,77,28,253,49)
(0:17:30,123,26,77,28,253,45)
(0:17:36,123,26,77,28,253,49)
(0:17:41,123,26,77,28,253,49)
(0:17:46,123,26,77,28,253,46)
(0:17:51,123,26,77,28,253,46)
(0:17:56,123,26,77,28,253,47)
(0:18:1,123,26,77,28,253,48)
(0:18:6,123,26,77,28,253,52)
(0:18:11,123,26,77,28,253,52)
(0:18:16,123,26,77,28,253,62)
(0:18:22,123,26,77,28,253,62)
(0:18:27,123,26,77,28,253,54)
(0:18:32,123,26,77,28,253,54)
(0:18:37,123,26,77,28,253,55)
(0:21:21,123,26,77,28,253,59)
(0:21:26,123,26,77,28,253,56)
(0:21:32,123,26,77,28,253,57)
(0:21:37,123,26,77,28,253,63)
(13:11:30,123,27,75,28,254,91)
(13:10:55,123,25,76,28,255,61)
(13:11:0,123,25,76,28,254,91)
(13:11:5,123,25,76,28,254,640)
(13:11:10,123,27,75,28,254,93)
(13:11:15,123,25,76,28,254,12303)
